1681975235.000000, 1681975235.000000, 1681975235.000000
32.000000, 32.000000, 32.000000
-12,2,63
-13,2,63
-13,2,63
-12,2,63
-12,2,63
-11,2,63
-11,2,63
-11,1,65
-11,2,63
-11,2,64
-12,2,64
-12,2,64
-11,2,64
-12,3,63
-12,3,63
-12,2,63
-11,2,64
-12,2,63
-12,2,63
-12,2,63
-12,2,63
-12,2,64
-11,2,63
-12,2,63
-12,2,63
-12,2,63
-12,3,63
-12,2,63
-12,2,63
-12,2,63
-12,2,63
-12,2,63
-12,2,63
-12,3,63
-12,3,63
-12,2,63
-12,2,64
-12,2,63
-12,2,63
-13,2,63
-12,2,63
-11,2,64
-12,2,63
-12,3,63
-11,2,64
-11,2,63
-12,2,63
-12,2,63
-12,2,64
-12,3,63
-12,2,63
-13,3,63
-12,3,63
-12,3,63
-12,3,63
-12,3,63
-12,3,63
-12,3,63
-12,3,63
-12,3,63
-12,3,63
-12,3,63
-12,2,63
-12,2,63
-12,3,63
-12,2,63
-12,3,63
-12,3,63
-12,2,63
-12,2,64
-12,2,63
-12,3,63
-12,3,63
-12,3,63
-12,2,63
-12,3,63
-12,3,63
-12,3,63
-12,3,63
-12,3,63
-12,3,63
-12,3,63
-12,3,63
-12,3,63
-12,3,63
-12,2,63
-12,3,64
-12,3,63
-12,3,63
-12,3,63
-12,2,64
-12,3,64
-12,3,63
-12,2,63
-12,3,63
-12,3,63
-12,3,63
-13,3,63
-12,2,63
-13,2,63
-12,2,63
-11,2,64
-12,2,63
-12,3,63
-11,3,63
-12,2,64
-12,2,63
-12,2,63
-11,3,64
-11,3,63
-12,3,63
-12,3,63
-12,2,63
-12,3,63
-12,3,63
-12,3,63
-12,2,63
-12,2,63
-12,2,63
-12,2,63
-12,3,63
-12,3,63
-12,2,63
-12,2,63
-12,2,63
-12,2,63
-12,2,63
-12,2,63
-12,2,63
-12,2,63
-12,3,63
-12,3,63
-12,2,63
-12,2,63
-12,3,63
-12,2,63
-12,2,63
-12,3,63
-12,2,63
-12,3,63
-12,3,63
-12,2,63
-13,3,63
-12,3,63
-12,2,63
-12,2,63
-12,2,63
-12,2,63
-12,2,63
-12,2,63
-12,2,63
-12,2,63
-12,2,63
-12,2,63
-12,2,63
-12,2,63
-12,2,63
-12,2,63
-12,2,63
-12,2,63
-12,2,63
-13,2,63
-12,2,63
-12,2,63
-12,3,63
-12,2,63
-12,2,63
-12,2,63
-12,2,63
-12,2,63
-13,2,63
-12,2,63
-12,3,63
-12,3,63
-12,2,63
-12,3,64
-13,2,63
-12,2,63
-12,2,63
-12,2,63
-12,3,63
-13,3,63
-12,2,63
-12,3,63
-13,2,63
-12,2,63
-12,2,63
-13,2,63
-12,3,63
-13,3,63
-13,3,63
-13,3,63
-13,3,63
-12,2,63
-12,2,64
-13,3,63
-12,3,63
-13,2,63
-13,3,63
-12,3,63
-13,3,63
-14,2,64
-14,2,62
-14,2,63
