1679652433.000000, 1679652433.000000, 1679652433.000000
32.000000, 32.000000, 32.000000
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-19,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-19,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-19,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-19,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-19,-4,61
-20,-4,61
-19,-4,62
-20,-4,61
-20,-4,61
-19,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,62
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-19,-4,61
-20,-4,62
-20,-4,61
-20,-4,61
-19,-4,61
-20,-4,61
-20,-4,61
-20,-4,62
-20,-4,61
-19,-4,61
-20,-4,61
-19,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-19,-4,61
-19,-4,61
-20,-4,61
-19,-4,61
-19,-4,61
-20,-4,61
-20,-4,61
-19,-4,61
-20,-4,61
-20,-4,61
-19,-4,61
-19,-4,61
-19,-4,61
-20,-4,61
-20,-4,61
-22,-4,63
-22,-4,64
-18,-5,62
-21,-6,57
-17,-4,58
-20,-7,61
-19,-5,63
-21,-3,61
-20,-4,62
-20,-4,62
-21,-5,61
-19,-4,61
-19,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-19,-4,61
-20,-4,61
-20,-4,61
-20,-4,62
-19,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-19,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-19,-4,61
-19,-4,61
-21,-5,61
-21,-4,61
-20,-4,61
-19,-4,61
-19,-4,61
-22,-5,61
-18,-4,62
-16,-3,63
-20,-4,61
-21,-3,61
-19,-3,62
-19,-3,61
-19,-4,61
-19,-4,61
-19,-4,62
-19,-4,61
-19,-4,62
-18,-4,62
-17,-4,62
-18,-4,61
-20,-3,62
-21,-4,61
-22,-4,60
-21,-4,61
-19,-4,62
-20,-4,61
-19,-4,62
-19,-4,61
-20,-4,61
-19,-4,61
-19,-4,61
-19,-4,62
-19,-4,61
-19,-4,62
-20,-4,61
-20,-4,62
-20,-4,61
-19,-4,61
-20,-4,61
-19,-4,61
-20,-4,61
-20,-4,62
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-19,-4,61
-21,-5,69
-20,-9,57
-21,-7,59
-19,-4,59
-20,-5,59
-21,-5,60
-20,-5,61
-21,-7,63
-19,-5,62
-20,-5,62
-20,-5,62
-20,-5,61
-20,-4,61
-20,-5,61
-20,-4,61
-20,-4,61
-20,-4,61
-21,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-5,61
-20,-5,61
-20,-4,62
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-5,62
-20,-4,61
-20,-4,62
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-19,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-5,61
-20,-4,61
-19,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-19,-4,61
-19,-4,61
-20,-4,61
-20,-4,61
-20,-4,62
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,62
-19,-4,61
-20,-5,62
-20,-4,61
-20,-5,61
-19,-4,61
-19,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-5,61
-19,-4,61
-20,-4,61
-20,-5,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-19,-4,61
-20,-4,61
-19,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-20,-4,61
-19,-4,61
-20,-4,61
-20,-5,61
-19,-4,61
-19,-4,61
-20,-4,61
-20,-4,61
-19,-4,61
-20,-4,61
-22,-4,61
-18,-4,61
-21,-4,63
-18,-3,63
-20,-3,56
-20,-7,61
-17,-5,61
-18,-5,61
-23,-4,61
-21,-3,58
-21,-5,61
-21,-5,61
-20,-4,61
-20,-5,61
-20,-5,61
-21,-4,61
-21,-5,61
-20,-5,61
-21,-5,61
-20,-4,61
-20,-5,61
-20,-4,61
-20,-5,61
-21,-5,61
-20,-4,61
-20,-4,61
-21,-5,61
-20,-4,61
-20,-5,61
-20,-5,61
-20,-4,61
-20,-5,61
-20,-4,61
-20,-4,62
-20,-5,61
-20,-5,61
-20,-5,61
-21,-5,61
-20,-5,61
-20,-5,61
-20,-4,61
-21,-5,61
-20,-5,61
-20,-4,61
-20,-5,61
-20,-4,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-4,61
-20,-5,61
-20,-5,61
-20,-4,61
-20,-5,61
-20,-4,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-4,61
-20,-5,61
-20,-4,61
-20,-4,61
-20,-5,61
-20,-4,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-4,61
-20,-5,61
-20,-4,61
-20,-4,61
-20,-5,61
-20,-4,61
-20,-5,61
-20,-4,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-4,61
-20,-5,61
-20,-5,61
-20,-4,62
-22,-4,65
-20,-6,58
-20,-6,58
-18,-4,57
-18,-4,60
-20,-4,60
-20,-7,63
-18,-5,62
-19,-5,62
-21,-5,62
-20,-5,61
-20,-5,61
-21,-5,61
-20,-5,61
-20,-5,62
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-4,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,62
-20,-5,61
-21,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-19,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-19,-5,61
-19,-5,62
-19,-5,62
-18,-5,61
-20,-3,59
-27,-5,61
-21,-4,60
-19,-5,60
-19,-5,61
-21,-4,61
-22,-4,62
-19,-3,60
-21,-5,62
-20,-4,61
-20,-5,60
-20,-5,61
-21,-5,61
-20,-4,61
-20,-5,61
-21,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-21,-5,61
-21,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
-20,-5,61
