1679573801.000000, IBI
64.453125,0.890625
65.375000,0.921875
66.250000,0.875000
67.140625,0.890625
68.078125,0.937500
69.015625,0.937500
69.906250,0.890625
70.828125,0.921875
71.875000,1.046875
72.921875,1.046875
100.843750,0.937500
101.765625,0.921875
102.671875,0.906250
115.093750,0.875000
115.968750,0.875000
116.828125,0.859375
121.828125,0.890625
122.734375,0.906250
123.640625,0.906250
124.593750,0.953125
125.562500,0.968750
126.546875,0.984375
127.546875,1.000000
128.531250,0.984375
129.406250,0.875000
130.312500,0.906250
131.250000,0.937500
132.156250,0.906250
132.968750,0.812500
133.812500,0.843750
134.781250,0.968750
135.812500,1.031250
136.812500,1.000000
137.828125,1.015625
138.734375,0.906250
139.593750,0.859375
140.484375,0.890625
141.375000,0.890625
142.156250,0.781250
142.953125,0.796875
143.781250,0.828125
144.656250,0.875000
145.578125,0.921875
146.500000,0.921875
147.328125,0.828125
148.171875,0.843750
149.046875,0.875000
149.921875,0.875000
150.750000,0.828125
151.609375,0.859375
152.453125,0.843750
153.328125,0.875000
154.296875,0.968750
155.296875,1.000000
156.312500,1.015625
157.296875,0.984375
158.296875,1.000000
159.218750,0.921875
160.093750,0.875000
161.046875,0.953125
162.078125,1.031250
163.062500,0.984375
164.093750,1.031250
165.171875,1.078125
166.250000,1.078125
167.312500,1.062500
168.375000,1.062500
169.328125,0.953125
170.203125,0.875000
171.156250,0.953125
172.093750,0.937500
172.968750,0.875000
173.843750,0.875000
174.875000,1.031250
175.875000,1.000000
176.812500,0.937500
177.718750,0.906250
178.687500,0.968750
179.671875,0.984375
180.625000,0.953125
181.625000,1.000000
182.828125,1.203125
183.875000,1.046875
184.906250,1.031250
186.000000,1.093750
187.109375,1.109375
188.218750,1.109375
189.281250,1.062500
190.218750,0.937500
191.156250,0.937500
199.359375,0.890625
200.296875,0.937500
201.250000,0.953125
202.171875,0.921875
203.109375,0.937500
204.171875,1.062500
205.281250,1.109375
206.375000,1.093750
207.484375,1.109375
208.562500,1.078125
209.531250,0.968750
210.546875,1.015625
211.687500,1.140625
212.828125,1.140625
213.921875,1.093750
215.031250,1.109375
216.093750,1.062500
217.015625,0.921875
218.015625,1.000000
219.093750,1.078125
220.156250,1.062500
221.093750,0.937500
222.062500,0.968750
223.171875,1.109375
224.046875,0.875000
224.828125,0.781250
225.703125,0.875000
226.640625,0.937500
227.671875,1.031250
228.734375,1.062500
229.796875,1.062500
230.890625,1.093750
231.953125,1.062500
233.000000,1.046875
234.062500,1.062500
235.093750,1.031250
236.078125,0.984375
237.015625,0.937500
238.015625,1.000000
239.062500,1.046875
240.046875,0.984375
240.968750,0.921875
241.921875,0.953125
242.906250,0.984375
243.921875,1.015625
244.921875,1.000000
245.859375,0.937500
246.796875,0.937500
247.750000,0.953125
248.750000,1.000000
249.625000,0.875000
250.687500,1.062500
264.968750,0.984375
265.937500,0.968750
266.875000,0.937500
267.828125,0.953125
268.843750,1.015625
269.859375,1.015625
270.921875,1.062500
272.015625,1.093750
273.093750,1.078125
274.171875,1.078125
275.234375,1.062500
276.171875,0.937500
277.140625,0.968750
284.687500,1.000000
285.640625,0.953125
286.562500,0.921875
287.515625,0.953125
288.484375,0.968750
308.890625,1.000000
309.859375,0.968750
310.859375,1.000000
311.953125,1.093750
313.062500,1.109375
314.125000,1.062500
319.796875,0.984375
320.843750,1.046875
321.859375,1.015625
322.765625,0.906250
323.750000,0.984375
324.750000,1.000000
325.765625,1.015625
326.781250,1.015625
327.750000,0.968750
328.671875,0.921875
329.609375,0.937500
330.640625,1.031250
331.625000,0.984375
332.546875,0.921875
333.515625,0.968750
334.546875,1.031250
335.578125,1.031250
336.500000,0.921875
350.656250,0.796875
351.500000,0.843750
352.375000,0.875000
353.265625,0.890625
359.796875,0.984375
360.703125,0.906250
361.671875,0.968750
362.781250,1.109375
363.765625,0.984375
364.750000,0.984375
365.734375,0.984375
366.765625,1.031250
367.812500,1.046875
368.875000,1.062500
369.921875,1.046875
370.890625,0.968750
371.906250,1.015625
372.875000,0.968750
373.796875,0.921875
374.734375,0.937500
375.609375,0.875000
376.578125,0.968750
377.359375,0.781250
382.250000,0.921875
383.187500,0.937500
384.109375,0.921875
385.093750,0.984375
386.093750,1.000000
387.000000,0.906250
387.875000,0.875000
388.796875,0.921875
389.687500,0.890625
390.562500,0.875000
391.500000,0.937500
392.375000,0.875000
393.265625,0.890625
394.218750,0.953125
395.187500,0.968750
396.109375,0.921875
397.031250,0.921875
398.031250,1.000000
399.015625,0.984375
399.921875,0.906250
400.875000,0.953125
401.875000,1.000000
402.921875,1.046875
403.984375,1.062500
405.046875,1.062500
406.062500,1.015625
407.078125,1.015625
408.031250,0.953125
408.937500,0.906250
409.875000,0.937500
410.718750,0.843750
411.546875,0.828125
412.375000,0.828125
413.156250,0.781250
413.968750,0.812500
414.796875,0.828125
415.578125,0.781250
416.359375,0.781250
417.218750,0.859375
418.140625,0.921875
419.078125,0.937500
420.031250,0.953125
421.015625,0.984375
421.953125,0.937500
437.875000,0.937500
438.859375,0.984375
439.828125,0.968750
440.859375,1.031250
441.890625,1.031250
442.921875,1.031250
443.937500,1.015625
444.937500,1.000000
445.796875,0.859375
446.640625,0.843750
447.515625,0.875000
448.421875,0.906250
449.296875,0.875000
450.187500,0.890625
451.140625,0.953125
452.125000,0.984375
453.000000,0.875000
453.859375,0.859375
454.750000,0.890625
455.656250,0.906250
456.609375,0.953125
457.468750,0.859375
458.375000,0.906250
459.328125,0.953125
460.328125,1.000000
461.312500,0.984375
462.312500,1.000000
463.312500,1.000000
464.203125,0.890625
465.093750,0.890625
466.031250,0.937500
467.000000,0.968750
467.890625,0.890625
468.843750,0.953125
469.875000,1.031250
470.953125,1.078125
472.000000,1.046875
472.953125,0.953125
473.906250,0.953125
474.890625,0.984375
475.843750,0.953125
476.734375,0.890625
477.671875,0.937500
478.671875,1.000000
479.625000,0.953125
480.515625,0.890625
481.437500,0.921875
482.562500,1.125000
483.531250,0.968750
484.468750,0.937500
485.421875,0.953125
486.312500,0.890625
487.234375,0.921875
488.171875,0.937500
497.500000,0.890625
498.437500,0.937500
499.375000,0.937500
500.281250,0.906250
501.140625,0.859375
507.359375,1.000000
508.375000,1.015625
509.375000,1.000000
510.390625,1.015625
511.343750,0.953125
512.234375,0.890625
513.078125,0.843750
517.453125,0.843750
518.343750,0.890625
519.281250,0.937500
527.093750,0.921875
528.000000,0.906250
528.859375,0.859375
529.656250,0.796875
530.515625,0.859375
531.390625,0.875000
532.328125,0.937500
533.296875,0.968750
534.281250,0.984375
535.218750,0.937500
536.140625,0.921875
537.062500,0.921875
537.953125,0.890625
538.734375,0.781250
539.437500,0.703125
543.390625,0.937500
544.171875,0.781250
544.921875,0.750000
545.687500,0.765625
546.515625,0.828125
547.484375,0.968750
548.437500,0.953125
