1680160875.000000, 1680160875.000000, 1680160875.000000
32.000000, 32.000000, 32.000000
-29,3,57
-29,3,57
-29,3,57
-29,3,57
-29,3,57
-29,3,57
-29,3,57
-29,3,57
-29,3,57
-29,3,57
-29,3,57
-29,3,58
-29,3,58
-29,4,57
-29,5,57
-32,2,56
-24,4,61
-30,2,57
-28,6,60
-28,4,62
-29,2,58
-27,2,58
-27,2,59
-28,2,59
-28,3,59
-25,2,58
-28,2,57
-29,4,59
-27,2,58
-28,2,58
-27,4,58
-27,5,57
-27,4,57
-26,1,57
-26,1,56
-28,5,55
-24,6,58
-19,8,60
-17,1,62
-20,-2,67
-20,-1,62
-23,0,64
-22,0,61
-21,0,62
-16,1,64
-14,0,63
-19,0,62
-19,0,62
-18,0,62
-18,2,62
-18,2,61
-20,1,62
-18,2,62
-18,2,62
-18,0,62
-18,1,62
-18,3,61
-18,2,62
-17,1,62
-18,2,62
-18,2,61
-18,2,62
-18,2,63
-18,2,64
-19,3,65
-17,4,64
-21,2,60
-18,-11,57
-21,-3,58
-28,1,57
-26,3,59
-24,1,60
-24,1,60
-25,1,60
-26,1,60
-25,2,59
-24,3,59
-24,4,59
-25,3,58
-27,2,59
-27,2,58
-27,2,59
-26,2,59
-25,2,59
-26,2,59
-26,1,59
-26,3,59
-26,2,58
-26,3,59
-26,3,58
-25,3,59
-26,2,59
-26,2,59
-26,2,59
-27,2,59
-26,3,59
-26,3,59
-26,3,59
-26,2,59
-26,2,59
-26,2,59
-26,2,59
-26,3,59
-26,2,59
-26,2,59
-26,2,59
-26,3,59
-26,2,59
-26,2,59
-26,2,59
-26,3,59
-26,3,59
-26,2,59
-26,3,59
-26,2,59
-26,3,59
-26,2,59
-26,2,59
-26,2,59
-25,2,59
-27,2,59
-27,2,59
-27,3,58
-27,3,60
-26,3,60
-25,3,59
-25,4,60
-24,4,59
-25,5,57
-29,5,58
-29,5,58
-35,4,57
-30,4,56
-30,4,55
-30,6,55
-31,6,57
-32,4,61
-31,4,56
-29,6,54
-29,5,55
-29,10,53
-28,6,60
-24,6,59
-24,5,60
-17,6,61
-19,2,64
-22,3,60
-25,5,59
-25,6,58
-21,6,59
-21,7,60
-21,7,60
-22,5,61
-23,5,61
-21,9,58
-23,5,61
-26,5,60
-26,6,59
-25,6,59
-26,5,59
-25,6,59
-25,6,59
-23,6,60
-25,7,57
-26,6,58
-26,6,60
-26,6,58
-25,6,59
-23,7,60
-21,7,60
-23,8,59
-25,8,59
-25,6,59
